S1 Real/Imag g,S1  0-Z:0-Z,S2 Real/Imag g,S2 0-Z:0-Z
(0.0017505921436251316+0j),(-0.00011576728614729838-0.00023056930599829291j),(0.0017505921436251316+0j),(0.00016139855930925463+4.1464285805427124e-05j)
(0.0017601582209127006+0j),(-0.00019096114895812333-0.00029693828381907583j),(0.0017601582209127006+0j),(0.00028319068511586693+0.0002183122673413667j)
(0.0017697242982002697+0j),(-8.806615622586715e-06-0.00027236419076041114j),(0.0017697242982002697+0j),(0.0003862394884251741-0.0002703002596911374j)
(0.0017792903754878385+0j),(-8.254837293141562e-05-0.0002750692705245904j),(0.0017792903754878385+0j),(0.0004093810251537216-4.019644919921536e-05j)
(0.0017888564527754076+0j),(-0.000292631261105836-0.0001748920099206703j),(0.0017888564527754076+0j),(0.00011306430889631251-3.5062348364251404e-05j)
(0.0017984225300629766+0j),(-0.0002765388174469011+0.00010019631623763748j),(0.0017984225300629766+0j),(0.00024393459934125814-0.00020123220801606818j)
(0.0018079886073505457+0j),(-9.291222625243012e-05-5.7878815498365875e-05j),(0.0018079886073505457+0j),(0.00022963203039302654+0.00010589589928344279j)
(0.0018175546846381147+0j),(-0.00012297760824518352+4.715726288298162e-05j),(0.0018175546846381147+0j),(0.00045502651950880504+0.00022531746824605431j)
(0.0018271207619256838+0j),(-8.15239782153178e-05-0.00019530560435603324j),(0.0018271207619256838+0j),(0.00028399898793683427+1.9803438393545363e-05j)
(0.0018366868392132528+0j),(-0.0001516045225659232-0.00017554241426202157j),(0.0018366868392132528+0j),(0.00016751466369805147+0.00023118152751912434j)
(0.0018462529165008217+0j),(-0.0002089348715419432-0.0003097726702637206j),(0.0018462529165008217+0j),(-2.460637746547492e-05-0.00016121014047310408j)
(0.0018558189937883907+0j),(-4.647497233858595e-05-0.00013913498862381157j),(0.0018558189937883907+0j),(0.0004417339846435987+0.000244693018186841j)
(0.0018653850710759598+0j),(-4.015373495895139e-05-8.892368413618701e-05j),(0.0018653850710759598+0j),(-4.6834780953805516e-05-3.320815294601764e-05j)
(0.0018749511483635288+0j),(-7.383786763272065e-05-0.00017112738049972285j),(0.0018749511483635288+0j),(0.00017136023474504983+0.00013877975281060997j)
(0.001884517225651098+0j),(-0.00022863954474909681-0.0003644301415104788j),(0.001884517225651098+0j),(4.6705232479279115e-05-0.0002391629111500771j)
(0.001894083302938667+0j),(-0.00022813477858530504-0.00021757947916274735j),(0.001894083302938667+0j),(0.00042677705832811104-5.170362264823993e-06j)
(0.001903649380226236+0j),(-0.00028924989920873703+2.4258339863264742e-05j),(0.001903649380226236+0j),(0.00026457320328132595+7.769709853445251e-05j)
(0.001913215457513805+0j),(-3.371519359234762e-05-0.0002609718967827746j),(0.001913215457513805+0j),(0.00012656779181040512-1.9528630223289703e-05j)
(0.001922781534801374+0j),(-4.7261714078135445e-06-7.519686690869624e-05j),(0.001922781534801374+0j),(0.00022078889690649184-0.00036164385756250547j)
(0.001932347612088943+0j),(-5.7592472486253295e-05-0.00018054767313974116j),(0.001932347612088943+0j),(0.0002105127227719597-0.0002491784830752965j)
(0.001941913689376512+0j),(0.00018016098156567283-0.00016121577422108875j),(0.001941913689376512+0j),(0.00019718622022619933-0.00021689766744217008j)
(0.001951479766664081+0j),(6.358334092192569e-05-0.0003742215172327632j),(0.001951479766664081+0j),(0.00013155699792041445+0.00017324095236250108j)
(0.00196104584395165+0j),(5.8257879066747707e-05-0.00034602589082759975j),(0.00196104584395165+0j),(0.00033258696333104466+9.647510074686407e-05j)
(0.001970611921239219+0j),(-0.00019696313485835916+0.00015597238921903321j),(0.001970611921239219+0j),(0.00020561685319774+0.0001549030541748884j)
(0.0019801779985267882+0j),(-0.00034230734000436654-2.5525539114777977e-05j),(0.0019801779985267882+0j),(0.0004633986898934478-0.0004570942074220737j)
(0.0019897440758143573+0j),(-0.00026543231927289286-0.00021383906805457788j),(0.0019897440758143573+0j),(0.0001316107497535146+0.0001061035538831264j)
(0.0019993101531019263+0j),(-5.552998834353925e-05-0.0001556567780023351j),(0.0019993101531019263+0j),(3.0077909062377363e-05+0.0001687057399769646j)
(0.0020088762303894954+0j),(-0.0001307250267880858+4.2369216262910026e-05j),(0.0020088762303894954+0j),(0.00028239030291205464+0.00021342995253897124j)
(0.002018442307677064+0j),(-0.00017221171080296824-0.0003217390428599373j),(0.002018442307677064+0j),(3.402492891531657e-05+2.639338384437159e-05j)
(0.002028008384964633+0j),(-0.000227954080471398-0.00014062344674135283j),(0.002028008384964633+0j),(-0.00016892698945257965+0.00046823427666118007j)
(0.002037574462252202+0j),(0.0003899393915587392+1.4204235852900154e-05j),(0.002037574462252202+0j),(0.000391081920624046-0.0005300652264665557j)
(0.002047140539539771+0j),(7.819275571446193e-05+0.00021219554882794783j),(0.002047140539539771+0j),(-2.8741074709896257e-05-0.00027019323090859526j)
(0.0020567066168273402+0j),(9.068202556796808e-05-0.00027943298586267245j),(0.0020567066168273402+0j),(7.921113489158386e-05-0.00027164699492673703j)
(0.0020662726941149093+0j),(-0.00027508775008069155-3.499931435575002e-05j),(0.0020662726941149093+0j),(0.000359397361601136-2.296423703579862e-05j)
(0.0020758387714024783+0j),(0.00011862589249335336-0.00021320378884703042j),(0.0020758387714024783+0j),(0.0003625823519729639+6.671035653683473e-05j)
(0.0020854048486900474+0j),(-0.00013957370817649662-0.0002948723956735209j),(0.0020854048486900474+0j),(0.0004663528642129365-0.00011825291067899964j)
(0.0020949709259776165+0j),(-0.00037852439547422925-0.00020509869345138908j),(0.0020949709259776165+0j),(0.0002384370364730797+0.0004677025023715619j)
(0.0021045370032651855+0j),(0.00044181358540858255+1.760340135811804e-05j),(0.0021045370032651855+0j),(2.597713662592782e-05+0.0001803751703466025j)
(0.0021141030805527546+0j),(0.00019020990936600692-0.00015711600436978663j),(0.0021141030805527546+0j),(0.0004972288155315275-0.0002963550556539061j)
(0.0021236691578403236+0j),(-9.717095349473509e-05-0.00029103298857945017j),(0.0021236691578403236+0j),(0.00043428672874754753-0.00013749442814755836j)
(0.0021332352351278927+0j),(0.0002991498725632479-0.00013358170447843264j),(0.0021332352351278927+0j),(0.00021341600297709775-7.527242992879569e-06j)
(0.0021428013124154617+0j),(0.0001770111831654282-2.793552870790713e-05j),(0.0021428013124154617+0j),(0.0005634786620898227+3.81132025359379e-05j)
(0.0021523673897030308+0j),(0.00042054509457579195-0.00018980974298189816j),(0.0021523673897030308+0j),(0.0007535969550377346-0.00044083578091022894j)
(0.0021619334669905994+0j),(-0.0006427191361233212-0.00040015821630912725j),(0.0021619334669905994+0j),(5.499761028743848e-05+9.842802822213314e-06j)
(0.0021714995442781685+0j),(-0.0004336116228435203-0.0008030895855142274j),(0.0021714995442781685+0j),(0.0005504451279963955-0.00014205221419715978j)
(0.0021810656215657375+0j),(-0.00018660438336239954-0.00012226158786555712j),(0.0021810656215657375+0j),(-4.287650742552823e-07-0.00012396598301225173j)
(0.0021906316988533066+0j),(-0.0002303369915561445-0.0001412313598143426j),(0.0021906316988533066+0j),(9.143473037187173e-05-7.183218305048476e-05j)
(0.0022001977761408756+0j),(-0.00019513929668182664-4.8995172465800275e-05j),(0.0022001977761408756+0j),(4.06367620313429e-05+0.0001390787469564307j)
(0.0022097638534284447+0j),(3.472075414194751e-05-8.654713611490716e-05j),(0.0022097638534284447+0j),(2.6495454316401793e-05-3.791054374536263e-05j)
(0.0022193299307160137+0j),(0.0018931204734137536+5.602510378564087e-05j),(0.0022193299307160137+0j),(0.0010153953545586347-0.00017016206555984487j)
(0.0022288960080035828+0j),(-0.0007776386184903213-0.0006033198092847248j),(0.0022288960080035828+0j),(0.0001169355550157374-0.00035526932989782766j)
(0.002238462085291152+0j),(-0.00021982349441019048-0.0003347622288969171j),(0.002238462085291152+0j),(-2.452341809279625e-05-0.00022248952460987044j)
(0.002248028162578721+0j),(-0.00032127588915595664-0.00038311354998004407j),(0.002248028162578721+0j),(0.00016049311102075484-0.00037828230693824714j)
(0.00225759423986629+0j),(-0.0002784790725411199-0.0006311850257664525j),(0.00225759423986629+0j),(-0.00012432591295033168-0.00016918291289268493j)
(0.002267160317153859+0j),(-0.0004786494106055809-0.000681747254534429j),(0.002267160317153859+0j),(0.00024094273925538744-0.00029388721421918216j)
(0.002276726394441428+0j),(-0.0009347083428798515-0.0009420052053551863j),(0.002276726394441428+0j),(-0.0004396945865421169-0.0001921768132173907j)
(0.002286292471728997+0j),(0.0005213153610028121+0.0033082360314423613j),(0.002286292471728997+0j),(0.0016144601024747451+0.0017415075961816815j)
(0.002295858549016566+0j),(-0.00010846813448529518+0.00045343875686703684j),(0.002295858549016566+0j),(0.00026696969874178637+0.00028401282254342204j)
(0.002305424626304135+0j),(1.7782393898653563e-05+0.0002760196093009145j),(0.002305424626304135+0j),(0.0003925837011543446-9.098419645621198e-05j)
(0.002314990703591704+0j),(-5.511789333699627e-06+0.00024536603001270387j),(0.002314990703591704+0j),(0.00012886812443446203+4.508571592032495e-05j)
(0.002324556780879273+0j),(-0.00025330378512153476+3.3791884209822116e-05j),(0.002324556780879273+0j),(3.264324043709431e-05+1.124404481423019e-05j)
(0.002334122858166842+0j),(-0.0009300340685596607+8.74228334368428e-05j),(0.002334122858166842+0j),(-0.00019144459147244422+0.0001740093993854986j)
(0.002343688935454411+0j),(-0.004212955266099683+0.0012382823129873817j),(0.002343688935454411+0j),(-0.001603186442470614+0.0004563399889484378j)
(0.00235325501274198+0j),(0.0019468177540037123-0.0003975955950621941j),(0.00235325501274198+0j),(0.0014058309837898181-0.0001600209103675836j)
(0.002362821090029549+0j),(0.0009808218911401597+0.00030385513881453594j),(0.002362821090029549+0j),(0.000521882959712201+1.4384711897268557e-05j)
(0.002372387167317118+0j),(0.0008543149383516449+5.63585191961592e-05j),(0.002372387167317118+0j),(0.0005074878839054939-0.00021642699048548617j)
(0.0023819532446046872+0j),(0.0004784339427085599-9.559416102463733e-05j),(0.0023819532446046872+0j),(0.0003938404571915289-0.00037550524156551964j)
(0.0023915193218922563+0j),(0.0006165212379505089+0.00016840913828628542j),(0.0023915193218922563+0j),(0.0006366371364723404+3.820432375743432e-05j)
(0.0024010853991798253+0j),(0.0011540157806172549+0.000577530612236297j),(0.0024010853991798253+0j),(0.001214091327790402-5.183894633591767e-05j)
(0.0024106514764673944+0j),(0.004934375767733382-0.005859622055906699j),(0.0024106514764673944+0j),(0.0026445335837148413-0.0061947297436811205j)
(0.0024202175537549634+0j),(0.0001319597171932453-0.000746907233797472j),(0.0024202175537549634+0j),(0.00039796329811727743-0.0007229796297273927j)
(0.0024297836310425325+0j),(0.0006006756278570457-0.0013387611093259165j),(0.0024297836310425325+0j),(0.0005529974709206339-0.0009197644531866184j)
(0.002439349708330101+0j),(0.0006277770843805656-0.0007428078098263228j),(0.002439349708330101+0j),(0.0004667437534994507-0.0009098262922179312j)
(0.00244891578561767+0j),(0.0010680065664085707-0.0013116931651891482j),(0.00244891578561767+0j),(0.0007947800938507413-0.0010161454899124502j)
(0.0024584818629052392+0j),(0.0012873121038129102-0.0015972856820239615j),(0.0024584818629052392+0j),(0.0015079770066500806-0.0018386193120238843j)
(0.0024680479401928083+0j),(0.0029109733655866806-0.005024991159838631j),(0.0024680479401928083+0j),(0.002989322828137857-0.004948118171363566j)
(0.0024776140174803773+0j),(-0.0044360933843279726+0.0027517758259672704j),(0.0024776140174803773+0j),(-0.003675819273602245+0.003956102587789675j)
(0.0024871800947679464+0j),(-0.0009769820261192291+0.00027592033769474795j),(0.0024871800947679464+0j),(-0.000609957596546857+0.000732742444025454j)
(0.0024967461720555154+0j),(-0.0009205422250327852+0.000723738710815677j),(0.0024967461720555154+0j),(-0.00027640567939727793+0.0007447945072933453j)
(0.0025063122493430845+0j),(-0.0004719849476343282+0.00026312159659724877j),(0.0025063122493430845+0j),(-5.129417822274534e-05+0.0004986636789618629j)
(0.0025158783266306536+0j),(-0.0003592366411755388+0.00033954934943695547j),(0.0025158783266306536+0j),(-0.00029949506595343005+0.0006205227091248513j)
(0.0025254444039182226+0j),(8.675534337045778e-05+0.00015645092299146392j),(0.0025254444039182226+0j),(8.877532475502795e-05+1.2190731091881047e-06j)
(0.0025350104812057917+0j),(-0.0002524310531563707-0.003915816384967137j),(0.0025350104812057917+0j),(-0.0004294557331748098-0.005629242203094456j)
(0.0025445765584933607+0j),(-0.00029096387192246363+0.0004762943190270468j),(0.0025445765584933607+0j),(0.00018912079900274638+0.0005179755716844059j)
(0.0025541426357809298+0j),(-0.0003556598840045796-0.00029883485812725214j),(0.0025541426357809298+0j),(0.00014289376364958788+0.00011322249237865073j)
(0.002563708713068499+0j),(-9.397591975638701e-05+0.00015885242928177488j),(0.002563708713068499+0j),(0.0006259358115741437+0.00020615499786353543j)
(0.002573274790356068+0j),(-2.649022723757936e-05+2.877199178497058e-05j),(0.002573274790356068+0j),(0.00037125480941418266-7.791357170327082e-05j)
(0.0025828408676436365+0j),(0.0002123856600997744+0.00010215105670732287j),(0.0025828408676436365+0j),(0.0010562264401324166-1.0837309072797837e-05j)
(0.0025924069449312056+0j),(0.0005078271710315862-0.0002436499637441292j),(0.0025924069449312056+0j),(0.0018463720928508765-0.00011197288714262797j)
(0.0026019730222187746+0j),(-0.002124227228668129+0.0006199032701725658j),(0.0026019730222187746+0j),(-0.004279942315755772+0.001813232352772202j)
(0.0026115390995063437+0j),(-0.0004069715656539593+0.00025581619239345747j),(0.0026115390995063437+0j),(-0.000733426187764056+0.0004390210451721523j)
(0.0026211051767939127+0j),(-0.0005628986415894431+0.00022721152384941985j),(0.0026211051767939127+0j),(-0.0007954531691832046+0.00019140814653049806j)
(0.0026306712540814818+0j),(-0.00036081230398847584+1.1083438463882268e-05j),(0.0026306712540814818+0j),(-0.0004025207123525895+0.00019293771633897914j)
(0.002640237331369051+0j),(-0.0004138236514672496+3.420124826924475e-05j),(0.002640237331369051+0j),(-0.00013367732456429193-7.636697863685444e-05j)
(0.00264980340865662+0j),(-0.0004430818492970275+0.0005152362811279733j),(0.00264980340865662+0j),(5.404235171533236e-05-0.0005224077400362004j)
(0.002659369485944189+0j),(0.000394330783079029-0.0002271199038206054j),(0.002659369485944189+0j),(0.0016550984773098818-0.0017959594578867435j)
(0.002668935563231758+0j),(-0.0005162078523336804+0.00014327272525744983j),(0.002668935563231758+0j),(-0.00013979758038293983+0.0009589428226812489j)
(0.002678501640519327+0j),(2.3851350022528007e-05+5.224930427561134e-05j),(0.002678501640519327+0j),(-0.0001502102671835908+0.00028430976859752715j)
(0.002688067717806896+0j),(-0.00040803418800193514+0.0002717108523279669j),(0.002688067717806896+0j),(7.85110648787894e-06+0.0005339878047548081j)
(0.002697633795094465+0j),(-0.00016758544483305962+0.00016355299965409905j),(0.002697633795094465+0j),(5.7658330267525184e-05+0.00020877852777850952j)
(0.002707199872382034+0j),(-0.00037720271279268445+8.733237221930194e-05j),(0.002707199872382034+0j),(-0.0002686030396834176+0.0004175790291628136j)
(0.002716765949669603+0j),(-0.00033072889149583215+0.0003039332877184261j),(0.002716765949669603+0j),(-0.00036496789033435025+0.0007041961710253411j)
(0.002726332026957172+0j),(-0.00010351430719742058-7.554748221763011e-05j),(0.002726332026957172+0j),(-0.0012507029140010394-0.00047292105540402225j)
(0.002735898104244741+0j),(-0.00024703720517247723+0.00015469486078589849j),(0.002735898104244741+0j),(-0.0001503723793364552-0.00010087914568846946j)
(0.00274546418153231+0j),(-0.0003389937770906386-0.00012734596147025796j),(0.00274546418153231+0j),(0.000321887428109388-1.972078458233976e-05j)
(0.002755030258819879+0j),(-2.2734196967445815e-05-0.00010008998349414051j),(0.002755030258819879+0j),(3.377033225488138e-05-8.889106853081758e-05j)
(0.002764596336107448+0j),(-0.0001305389203082155+7.190423740082317e-05j),(0.002764596336107448+0j),(-0.0001733101131734447+0.00022277593121899027j)
(0.002774162413395017+0j),(-0.00018005448834686142+0.00035965487483521224j),(0.002774162413395017+0j),(5.338254537064064e-06+0.00012712780530686987j)
(0.002783728490682586+0j),(-0.000294714891387504-0.0001349383850510298j),(0.002783728490682586+0j),(0.0002975529094457848+0.00023927092283751645j)
(0.0027932945679701553+0j),(2.6502081322837098e-06+0.00017140383799877683j),(0.0027932945679701553+0j),(-0.0002489587706233775+0.0002972352392498983j)
(0.0028028606452577243+0j),(-1.6582976728382772e-05+0.00025534602839920843j),(0.0028028606452577243+0j),(-0.0003058975033176193+0.00021972775798028476j)
(0.0028124267225452934+0j),(-0.0002383165037082626+0.0007424639323767157j),(0.0028124267225452934+0j),(-0.00011725805550515441+0.00011619949155802396j)
(0.0028219927998328624+0j),(-0.00015019782338296454+3.2185685121136104e-05j),(0.0028219927998328624+0j),(-5.560593401400625e-05+0.0001005739338374457j)
(0.0028315588771204315+0j),(-0.00010116559665352261-0.00014436200251923356j),(0.0028315588771204315+0j),(0.00018361684025557052+3.5953273688263655e-05j)
(0.0028411249544080005+0j),(-0.0001344123771655425+5.919453463346238e-05j),(0.0028411249544080005+0j),(0.00011365982363036103+0.00021535661996880447j)
(0.0028506910316955696+0j),(-9.755196228006888e-05+5.0295450730575095e-06j),(0.0028506910316955696+0j),(-7.139243536063294e-05+5.574502853247041e-05j)
(0.002860257108983138+0j),(-0.00022467229659209638-9.292624143495891e-05j),(0.002860257108983138+0j),(0.00011299613748085087+0.00022035445255835033j)
(0.0028698231862707073+0j),(-0.00037989498484462787-6.199501181474347e-05j),(0.0028698231862707073+0j),(8.758929391273155e-05+0.00046839516492613636j)
(0.0028793892635582763+0j),(0.0005135582659002832+0.0006033264670918908j),(0.0028793892635582763+0j),(-0.00011436300343523184+0.00013836456222656335j)
