S1 Real/Imag g,S1  0-Z:0-Z,S2 Real/Imag g,S2 0-Z:0-Z
(0.016702370944095518+0j),(-0.0002990772378589731-0.00016591742951209008j),(0.016702370944095518+0j),(-0.0005042234186755892-0.0001349147029468319j)
(0.016711937021383086+0j),(-0.0003242963122277428-0.00028330951419213617j),(0.016711937021383086+0j),(-0.0012303300820560989-0.0002744119752064649j)
(0.016721503098670654+0j),(-0.00011415892971305065+3.7128374484333105e-05j),(0.016721503098670654+0j),(-0.0001037334564116036-0.00013235426184765703j)
(0.016731069175958225+0j),(-0.0001884476400645371-0.00016273054038221113j),(0.016731069175958225+0j),(-0.00017470022845209596+9.851651804757848e-06j)
(0.016740635253245793+0j),(-0.0001127630505859422-5.6742070254832374e-05j),(0.016740635253245793+0j),(-0.0001790830340393825+8.142756119314304e-05j)
(0.016750201330533364+0j),(8.085036817693807e-05-0.0002041614292463545j),(0.016750201330533364+0j),(0.00010690867316406816-6.242354145942737e-05j)
(0.01675976740782093+0j),(4.4237696375050875e-05-0.00013067323520314408j),(0.01675976740782093+0j),(-0.00028831551066194283-0.0006021472244734736j)
(0.0167693334851085+0j),(5.921822231908954e-05-1.7028515034987965e-05j),(0.0167693334851085+0j),(0.0003779784742329256+0.000952453331002379j)
(0.01677889956239607+0j),(-0.00011237978900795953-0.00024342313960652818j),(0.01677889956239607+0j),(-0.00024060202991283528+0.00021465000852446581j)
(0.01678846563968364+0j),(-9.087296201758797e-05+2.873342385841522e-05j),(0.01678846563968364+0j),(-1.320905077750728e-05-0.00048452152201889216j)
(0.016798031716971206+0j),(-7.241527620574873e-05-0.000475081746930482j),(0.016798031716971206+0j),(-9.529743360064918e-05-0.0004354827007558168j)
(0.016807597794258777+0j),(-0.0002495145582351761+0.00019960435202581885j),(0.016807597794258777+0j),(-0.0009648976307882795-2.7950195556447004e-05j)
(0.016817163871546345+0j),(-0.00015878563750644763-0.00014061790431700051j),(0.016817163871546345+0j),(4.6450207418866524e-05+7.232442130498209e-05j)
(0.016826729948833916+0j),(-0.0003903540592159495+6.408959605739005e-05j),(0.016826729948833916+0j),(-0.00063081454994772-0.00035340574618594034j)
(0.016836296026121484+0j),(0.00012920277030491198-4.234862887978479e-05j),(0.016836296026121484+0j),(-0.00040939814732111613+0.00034007168913267487j)
(0.016845862103409052+0j),(-1.6734346894812723e-05-0.00020098569520611193j),(0.016845862103409052+0j),(0.0007854319459394908+0.00027417201262951515j)
(0.016855428180696623+0j),(-0.0002902528991718935-0.00026691823131908926j),(0.016855428180696623+0j),(0.0001078442323717916+0.0001777954952203181j)
(0.01686499425798419+0j),(-0.0002456117602338852-0.00030467660840604975j),(0.01686499425798419+0j),(-0.0004756678218889804-0.00046673768717777573j)
(0.01687456033527176+0j),(-4.716462930852836e-05-6.356080454285418e-05j),(0.01687456033527176+0j),(-0.00016420441102846594+0.00029593080863124554j)
(0.01688412641255933+0j),(-0.00019005733280390877-0.00023013616626190236j),(0.01688412641255933+0j),(-0.0005809926194216635-4.081857390069273e-05j)
(0.016893692489846898+0j),(-0.00020195393536226393-0.00013016733239175734j),(0.016893692489846898+0j),(-0.0001428223745638465-2.105807437418065e-05j)
(0.016903258567134465+0j),(-0.00019818139891639915+7.175232991447672e-05j),(0.016903258567134465+0j),(-0.00013251122406247957-0.0005480792466921698j)
(0.016912824644422036+0j),(-0.00017248515276590865-2.2964203856380106e-05j),(0.016912824644422036+0j),(2.3533455661887724e-05-0.00036684512901828973j)
(0.016922390721709604+0j),(-0.00011975278729162167-0.00018801865631791302j),(0.016922390721709604+0j),(-0.00017308540483331784+7.187183488014506e-05j)
(0.016931956798997175+0j),(-0.00031404944145776417-0.00014754778970748334j),(0.016931956798997175+0j),(-0.000681507030161469+0.0006296955326728607j)
(0.016941522876284743+0j),(-6.985550841542285e-05-1.1319541209362329e-05j),(0.016941522876284743+0j),(-0.0005705810412680796-0.0003028486344249365j)
(0.01695108895357231+0j),(-0.0003921478343575307-0.00021191416662130747j),(0.01695108895357231+0j),(-0.000530332176663037-0.0003605181599138185j)
(0.016960655030859882+0j),(0.00013466462253711035-9.409911706921318e-05j),(0.016960655030859882+0j),(0.00048723425146276296+0.00010369545682528388j)
(0.01697022110814745+0j),(0.00015777803103223588-0.00025647325084404054j),(0.01697022110814745+0j),(-0.0005233230392931179+8.902840874895771e-05j)
(0.016979787185435018+0j),(-0.0002687099029236716-0.00010581176603050905j),(0.016979787185435018+0j),(-0.0013289657575615722+0.00048397878989468534j)
(0.01698935326272259+0j),(-8.922509511325584e-05-0.0004168005544176857j),(0.01698935326272259+0j),(-0.0002504354037285966-0.0005491726221389244j)
(0.016998919340010157+0j),(-0.00024789841168656286+6.436631632055898e-05j),(0.016998919340010157+0j),(-0.00038552675382056594+0.0004386944419958253j)
(0.017008485417297724+0j),(-4.7176776086287395e-05-0.00034869173026166205j),(0.017008485417297724+0j),(-0.00042664617974377415+0.0007623937100244108j)
(0.017018051494585296+0j),(-0.0007207566383034746-0.00011318779018345461j),(0.017018051494585296+0j),(-0.0015721182630319653+0.0005775611541950353j)
(0.017027617571872863+0j),(-0.0004810603231475779+0.00017324418973874083j),(0.017027617571872863+0j),(-0.00017912665316450156+0.0002809934784554954j)
(0.017037183649160435+0j),(7.760165580724482e-06-3.407289119146239e-05j),(0.017037183649160435+0j),(-0.00012132521161985269+0.0005226585092278182j)
(0.017046749726448002+0j),(1.0253423863306265e-05-0.0006396343311904616j),(0.017046749726448002+0j),(-0.0004783206273233831+0.0009012756207825926j)
(0.01705631580373557+0j),(0.00013556462509065143-0.0003711588135870122j),(0.01705631580373557+0j),(-0.000834738273041128-1.146352064081838e-05j)
(0.01706588188102314+0j),(-0.00022776906264012023-0.0001553814342767652j),(0.01706588188102314+0j),(-0.0007238549835005586-0.0008278308025714865j)
(0.01707544795831071+0j),(-0.00014574606961515333-0.0005805117851028059j),(0.01707544795831071+0j),(-0.0003303399081346746+0.0001245341927094388j)
(0.017085014035598277+0j),(-0.0004550426775984217-0.00048382264015965355j),(0.017085014035598277+0j),(0.0004301781396276761-0.0007790802499676256j)
(0.017094580112885848+0j),(-0.0004485868191784334-3.75421926342806e-06j),(0.017094580112885848+0j),(-0.0008667724324263402-0.0009510190062509314j)
(0.017104146190173416+0j),(8.41597506708342e-05+2.393368595758343e-05j),(0.017104146190173416+0j),(-0.0001472365870354139+0.002684594272882181j)
(0.017113712267460987+0j),(-0.0007571916943022582+0.00017478671800250382j),(0.017113712267460987+0j),(-0.0020717233264241166+0.0014253501195959429j)
(0.017123278344748555+0j),(-0.00034037050972890665-0.00019348689149565338j),(0.017123278344748555+0j),(-0.0008948495727116149+0.0010102326530555216j)
(0.017132844422036123+0j),(0.00013665571233399367-0.0001974835979334942j),(0.017132844422036123+0j),(-0.0008808618211324402+0.002012514853788151j)
(0.017142410499323694+0j),(-0.00014478910355181473-0.0002936824912853937j),(0.017142410499323694+0j),(-0.0009294470690876859+0.00155365400581454j)
(0.01715197657661126+0j),(0.0007946354510811388-3.261437043621517e-05j),(0.01715197657661126+0j),(-0.0004924498098425539-0.0022285528680962346j)
(0.01716154265389883+0j),(0.0015559263776429937-0.0007618263760040254j),(0.01716154265389883+0j),(-0.003950647842647099-0.009438688590322061j)
(0.0171711087311864+0j),(-0.0006465742224314008+0.0014814382515679092j),(0.0171711087311864+0j),(0.0023584203930706988+0.0009430494992991222j)
(0.01718067480847397+0j),(-0.00040079611372785567-0.0011215544362439063j),(0.01718067480847397+0j),(-0.0038987908437464937+0.0015852160625998565j)
(0.017190240885761536+0j),(0.0001536921025865834+0.00017785580302141755j),(0.017190240885761536+0j),(-0.001740335191369613-0.00038754435360186966j)
(0.017199806963049107+0j),(-0.0005211858509559936-0.00027167720934557967j),(0.017199806963049107+0j),(-0.0013545171350291595-0.000403297125667174j)
(0.017209373040336675+0j),(-0.0006257201301827726+5.6553705616472714e-05j),(0.017209373040336675+0j),(-0.0030707337709926638-0.0022356478229219635j)
(0.017218939117624246+0j),(0.00018513373557283426-0.0013130730106680226j),(0.017218939117624246+0j),(-0.004342474283114244+0.003875429294154987j)
(0.017228505194911814+0j),(-3.308874045872495e-05-0.0035853243487080607j),(0.017228505194911814+0j),(0.0048413274949046245+0.007457112909927831j)
(0.01723807127219938+0j),(0.0010608172094650433-0.00032233633498358135j),(0.01723807127219938+0j),(-0.004597451369252828+0.0016997048030629827j)
(0.017247637349486953+0j),(-0.0003341690477048953-0.0013233920688708375j),(0.017247637349486953+0j),(-0.00020445940829056028+0.0028955455111752374j)
(0.01725720342677452+0j),(-0.00014114069048925046-0.0005655428823747028j),(0.01725720342677452+0j),(0.0004420265190038972+0.0033856032239765934j)
(0.01726676950406209+0j),(0.000260170454320208-0.00130164668010698j),(0.01726676950406209+0j),(-0.0014709805574361443+0.0035831265205750217j)
(0.01727633558134966+0j),(0.002603240717188273-0.0011703720532939214j),(0.01727633558134966+0j),(-0.009866942154495338+8.105782273769223e-05j)
(0.017285901658637227+0j),(0.0038213351637061345-0.003147364750276212j),(0.017285901658637227+0j),(-0.015899529647268505+0.006463359205857388j)
(0.017295467735924795+0j),(-0.0032749260851590036+0.0004932726960138042j),(0.017295467735924795+0j),(0.00607684102676727+0.003128011455863654j)
(0.017305033813212366+0j),(-0.0019731853160910398-0.002582211487278147j),(0.017305033813212366+0j),(-0.0018836497177266854+0.011469203218372125j)
(0.017314599890499934+0j),(0.001368055562314908-0.0006542919602081496j),(0.017314599890499934+0j),(-0.0008218606994947287+0.001231313173347861j)
(0.017324165967787505+0j),(0.002771851770195181+0.0025744609543724775j),(0.017324165967787505+0j),(-0.007142157376692461-0.002635245724457852j)
(0.017333732045075073+0j),(0.006624742464398283-0.0013918443745335885j),(0.017333732045075073+0j),(-0.018211644360014958+0.005564667086284012j)
(0.01734329812236264+0j),(-0.009568165506230198+0.004531481794229268j),(0.01734329812236264+0j),(0.027958868790233755+0.010344067418722314j)
(0.017352864199650212+0j),(-0.014856898414662499+0.024907886406593974j),(0.017352864199650212+0j),(0.07078628033471285-0.045720975242563786j)
(0.01736243027693778+0j),(-0.0051516754216817265-0.00732172338918939j),(0.01736243027693778+0j),(0.004555872691457513+0.01916394077773843j)
(0.017371996354225348+0j),(0.002245132914940246+0.005588181862519633j),(0.017371996354225348+0j),(0.009064398240022378-0.021398781999160395j)
(0.01738156243151292+0j),(-0.0027774250132628774+0.001007424678823522j),(0.01738156243151292+0j),(0.008197805170044242-0.0018047846427513333j)
(0.017391128508800487+0j),(0.000785465660480001-0.0015741157861306385j),(0.017391128508800487+0j),(0.000700546982667391-0.0003829813190006301j)
(0.017400694586088054+0j),(-0.0032352403281703983-0.006637248289209775j),(0.017400694586088054+0j),(0.010999439284742488+0.01604670986893566j)
(0.017410260663375626+0j),(-0.0020487925338435655-0.003041338869769724j),(0.017410260663375626+0j),(0.014700924962816676+0.004031519046352546j)
(0.017419826740663193+0j),(0.006873420502503519+0.007699743856227905j),(0.017419826740663193+0j),(-0.01811696712923529-0.01966229286593132j)
(0.017429392817950765+0j),(-0.0035546546348363167+0.0025333043056187843j),(0.017429392817950765+0j),(0.009062729534061278-0.0066878486542892015j)
(0.017438958895238332+0j),(0.001654250591944668+0.001196237982419185j),(0.017438958895238332+0j),(-0.006069049713717299-0.004237468890516621j)
(0.0174485249725259+0j),(2.8935134070729077e-05+0.002532362142464881j),(0.0174485249725259+0j),(-0.0005829844777157544-0.0071254821788940305j)
(0.01745809104981347+0j),(0.0007552177728036448+0.0013475855143504772j),(0.01745809104981347+0j),(-0.003221317109343437-0.0035749841794774084j)
(0.01746765712710104+0j),(-0.006415104262766253-0.0006013678933066179j),(0.01746765712710104+0j),(0.013148620194261336+0.0038200509129046904j)
(0.017477223204388607+0j),(-0.009617282213999403+0.002026610874663537j),(0.017477223204388607+0j),(0.025665476637465753-0.005800673245526124j)
(0.017486789281676178+0j),(0.003189394368114325-0.0018976791796013145j),(0.017486789281676178+0j),(-0.006974462076193621+0.003935358256400779j)
(0.017496355358963746+0j),(-0.00018921851011772004+0.0031221702167523705j),(0.017496355358963746+0j),(0.0034919875235330457-0.00813857888537173j)
(0.017505921436251317+0j),(-0.00017248072403889885-2.6520662835009075e-05j),(0.017505921436251317+0j),(0.00022941594794461884+0.0003597407582607759j)
(0.017515487513538885+0j),(0.0009135915190972095-0.00012052379727663786j),(0.017515487513538885+0j),(-0.0013476336665749777-0.001979921017117348j)
(0.017525053590826453+0j),(0.0013394525678741102-0.001740995278243447j),(0.017525053590826453+0j),(-0.0032104447675698525+0.002356530814950506j)
(0.017534619668114024+0j),(0.00019261654521764152-1.2612390869473792e-05j),(0.017534619668114024+0j),(9.492359422774627e-05-0.0014571732003844811j)
(0.01754418574540159+0j),(-0.0008418777869031239+0.004934891387240425j),(0.01754418574540159+0j),(0.0020527425593220433-0.011598968628329175j)
(0.01755375182268916+0j),(-0.001468508959766128-9.758133689483837e-05j),(0.01755375182268916+0j),(0.0032005492395001753-0.0006427273757097404j)
(0.01756331789997673+0j),(0.0004918911142645925+0.0009592701328744675j),(0.01756331789997673+0j),(-6.759088653984991e-05-0.00439493991624745j)
(0.017572883977264298+0j),(-0.0007923954002817045+0.0008851329578667347j),(0.017572883977264298+0j),(5.65010661793871e-05-0.002449096799941459j)
(0.017582450054551866+0j),(-0.00022973731180245182+0.0005041248042820708j),(0.017582450054551866+0j),(0.0003093309926736729-0.002838494585052934j)
(0.017592016131839437+0j),(-0.0008607463948255755-0.0010273065195812335j),(0.017592016131839437+0j),(0.001466852909309735+0.0015577408467789032j)
(0.017601582209127005+0j),(-0.0019079702637716527-0.0014760719007063852j),(0.017601582209127005+0j),(0.0032745986414238486+0.0017130836246748774j)
(0.017611148286414576+0j),(0.001182590206850296+0.0006759504504144389j),(0.017611148286414576+0j),(-0.00383747670419259-0.0023766589366288277j)
(0.017620714363702144+0j),(-0.00046393576144050305+0.001122946272600504j),(0.017620714363702144+0j),(0.0010519745787149508-0.0020257028407250684j)
(0.01763028044098971+0j),(0.00028945763393881905+0.0001770684586444868j),(0.01763028044098971+0j),(-0.001055650822735186-0.00121600621239408j)
(0.017639846518277283+0j),(0.0004233931983857167+0.0006856977244117444j),(0.017639846518277283+0j),(-0.0003883392666286404-0.0010377640032624576j)
(0.01764941259556485+0j),(0.00034286799421696885+0.0007125754132665186j),(0.01764941259556485+0j),(-0.0013894269186158987-0.0015716629182951276j)
(0.01765897867285242+0j),(-4.216066700198974e-05+0.00047571959847203884j),(0.01765897867285242+0j),(0.0007000456022441612-0.0008847713561360561j)
(0.01766854475013999+0j),(-0.0013836944198218507+0.00046273692595924374j),(0.01766854475013999+0j),(0.002162258014343617-0.002170399828739155j)
(0.017678110827427557+0j),(-0.0004415859999086091-6.689575488312513e-05j),(0.017678110827427557+0j),(-0.000864996736730427-0.00022235257531401834j)
(0.017687676904715125+0j),(-0.00019038761865599092+0.0004776752120494153j),(0.017687676904715125+0j),(-0.00014197075149908434-0.0014281785135394048j)
(0.017697242982002696+0j),(-0.00044023285142100676+9.657053983320765e-05j),(0.017697242982002696+0j),(0.0001994226431954882-0.0006666071722330263j)
(0.017706809059290264+0j),(-0.00019810939591011271-6.862308851408503e-06j),(0.017706809059290264+0j),(0.0012754809703092204-0.00014212444451078195j)
(0.017716375136577835+0j),(8.963224502837042e-06-0.00037696774401712045j),(0.017716375136577835+0j),(-0.001223508319382965-0.000597993560685177j)
(0.017725941213865403+0j),(0.0002343743179541714-0.00017773895627900288j),(0.017725941213865403+0j),(-2.41197633463088e-05+0.00019857628406908678j)
(0.01773550729115297+0j),(-0.00024402554633315437+0.0005717961301371713j),(0.01773550729115297+0j),(-0.0007099787002327057-0.0011350832495790972j)
(0.017745073368440542+0j),(-0.0005901614901586036+0.00043057310066821764j),(0.017745073368440542+0j),(0.00027043487435687185-0.000646664790210964j)
(0.01775463944572811+0j),(-7.275390338106197e-06+0.0003203241176201021j),(0.01775463944572811+0j),(-0.0005531016825027706-0.001487416541156629j)
(0.017764205523015678+0j),(-0.0002020283143220918+0.0003203527961200542j),(0.017764205523015678+0j),(-0.0001403954879944384-0.0007965751376456478j)
(0.01777377160030325+0j),(-0.0004717604576391291+0.0005671294580994958j),(0.01777377160030325+0j),(0.00012106081236655808-0.0013070160499210125j)
(0.017783337677590817+0j),(-0.0003000037063625012+0.0001810781166057787j),(0.017783337677590817+0j),(-0.0005078305717290982-0.0005973268034149768j)
(0.017792903754878388+0j),(5.7445931473466206e-05-0.00037650315460919153j),(0.017792903754878388+0j),(-0.0001892251486582024-0.0008150858844408832j)
(0.017802469832165956+0j),(-0.00012942229090199102+2.907294042921825e-05j),(0.017802469832165956+0j),(0.000497975630713875-0.0007048032506340532j)
(0.017812035909453523+0j),(-7.443787666686717e-05+0.0003880052579164855j),(0.017812035909453523+0j),(0.000379111155402069-0.0012244470972943167j)
(0.017821601986741094+0j),(-0.00010361581215411302-7.400872241322637e-05j),(0.017821601986741094+0j),(-0.0007751622341588656-0.001018216632165718j)
(0.017831168064028662+0j),(-0.00022658397914537297+0.00045092326196859503j),(0.017831168064028662+0j),(9.815881502162697e-05-0.0008917829145549063j)
(0.01784073414131623+0j),(-0.0003907956579737552+0.00011573313359887656j),(0.01784073414131623+0j),(0.00010363273334001809-0.0008879947142857634j)
(0.0178503002186038+0j),(-0.000235311180975647+0.00034780932183094414j),(0.0178503002186038+0j),(-0.00016810282847129658-0.0009091314429474916j)
(0.01785986629589137+0j),(-0.0002517549068765671-0.0002631879936119344j),(0.01785986629589137+0j),(0.0004166376688392829-0.0004280395798911322j)
(0.017869432373178937+0j),(-0.00045910366169594715+0.00012410523216562267j),(0.017869432373178937+0j),(0.00044369192697981264-0.000302570612571059j)
(0.017878998450466508+0j),(-0.00016223307325539637+2.3709498494074672e-05j),(0.017878998450466508+0j),(-7.185289900997627e-05+0.0004510989936139524j)
(0.017888564527754076+0j),(-0.0001558570995427358-4.2778904635917624e-05j),(0.017888564527754076+0j),(0.0007067807763360593+5.6766028622224225e-05j)
(0.017898130605041647+0j),(-0.0003360470005333591+2.1763434122613134e-05j),(0.017898130605041647+0j),(-0.0008768365021125544-0.0005502665388696656j)
(0.017907696682329215+0j),(-0.000280351667761419+5.7767607388049034e-05j),(0.017907696682329215+0j),(0.0002756176992265083-0.0004914954440690643j)
(0.017917262759616782+0j),(-3.158106097958243e-05+0.00038408618425644843j),(0.017917262759616782+0j),(2.3213271908279776e-05-0.000531393867169896j)
(0.017926828836904354+0j),(0.00013746906374525314+0.0003687715697310014j),(0.017926828836904354+0j),(0.0006985656284411615-0.0012625126807594349j)
(0.01793639491419192+0j),(-0.0008917846517543864+0.0005010550260873379j),(0.01793639491419192+0j),(0.00029304311869296246+5.0676133270864065e-05j)
(0.01794596099147949+0j),(-9.364767211663434e-05-7.001402598290829e-05j),(0.01794596099147949+0j),(0.00048793597588459145-0.000492081726121608j)
(0.01795552706876706+0j),(-0.00047658781204874264-1.4190530215297342e-05j),(0.01795552706876706+0j),(-0.0008494162264693065-0.0005978788695588931j)
(0.017965093146054628+0j),(-0.0003410864506217844+0.00013128871620055827j),(0.017965093146054628+0j),(0.0001327699581279206-0.0011278426096327783j)
(0.017974659223342196+0j),(6.772887717819527e-05-9.965214230437946e-05j),(0.017974659223342196+0j),(-0.00018053833097770398-0.0006745794871969203j)
(0.017984225300629767+0j),(-0.00013738983430202742+7.272095593709181e-05j),(0.017984225300629767+0j),(-0.0010672748772741427-0.0010664795247699692j)
(0.017993791377917335+0j),(-0.00015342767176064514+0.00012976428151563054j),(0.017993791377917335+0j),(-0.00026528961312560355-9.3380047942606e-05j)
(0.018003357455204906+0j),(-0.00047182953026368534+0.00026540670639256986j),(0.018003357455204906+0j),(-0.00044539834147423-0.0002778397440408381j)
(0.018012923532492474+0j),(-0.0003283147513627665+0.00038456230949352154j),(0.018012923532492474+0j),(-4.901192444628269e-06-0.0009854204645319538j)
(0.01802248960978004+0j),(-0.0003323587301053988+3.307731943487575e-05j),(0.01802248960978004+0j),(0.0009608566748816946-0.0005271820479309922j)
(0.018032055687067613+0j),(-0.0005130203591179079+0.0001871732874321076j),(0.018032055687067613+0j),(0.00041155027961728457-0.001439660864394816j)
(0.01804162176435518+0j),(-0.0005801049899171018+0.0003461697347429336j),(0.01804162176435518+0j),(0.0015745155050266313-0.0015271196559112307j)
(0.01805118784164275+0j),(-0.0003556024680088755+0.0003520151988170074j),(0.01805118784164275+0j),(0.0008916454667419558-0.0021362507185706775j)
(0.01806075391893032+0j),(-2.5960276189403367e-05+2.197423816085949e-05j),(0.01806075391893032+0j),(-0.0013475590564081333+0.00042137198784416424j)
(0.018070319996217887+0j),(-1.677468733200615e-05+7.487785743149391e-05j),(0.018070319996217887+0j),(0.00011055673193646207-0.0014931093410318647j)
(0.01807988607350546+0j),(-0.00026951373855077347+0.0004065285075549837j),(0.01807988607350546+0j),(-0.00034596555212622706-0.00034618843305890545j)
(0.018089452150793026+0j),(-0.00021257170157026244+4.119175281505035e-05j),(0.018089452150793026+0j),(-0.0003395455753378385-0.0007517010574540166j)
(0.018099018228080594+0j),(5.353468037668878e-05+0.00048117470651578165j),(0.018099018228080594+0j),(-0.0008470292489710837-0.00011902309815637042j)
(0.018108584305368165+0j),(-0.0007991267021106157-0.0003247459932214823j),(0.018108584305368165+0j),(0.0011068979664086178+0.001149243782008934j)
(0.018118150382655733+0j),(-0.0014604963578598988+2.3871156532199372e-05j),(0.018118150382655733+0j),(0.0034219436175594664-0.0016878936199358765j)
(0.0181277164599433+0j),(1.6021431897345922e-05+8.906997295478435e-05j),(0.0181277164599433+0j),(0.00015426638469258547-0.0009763419875385652j)
(0.018137282537230872+0j),(-0.0006910703949095625+0.00019479293968484944j),(0.018137282537230872+0j),(0.0007440813987242754-0.0015154698572542868j)
(0.01814684861451844+0j),(-0.00014343835993922314+0.0002649325219672977j),(0.01814684861451844+0j),(7.795812342291543e-05-0.00040340751094572436j)
(0.018156414691806008+0j),(-0.00045813374390368306+0.0001460096414503965j),(0.018156414691806008+0j),(0.0005608100117779511-0.0016940526576021688j)
(0.01816598076909358+0j),(-0.00034347975931120776+0.0009758388290880878j),(0.01816598076909358+0j),(-0.002973396940422343-0.0027890651256438025j)
(0.018175546846381146+0j),(0.00048594729208241395+0.0003696957140784106j),(0.018175546846381146+0j),(-0.00510444184948603+0.0009510519545899189j)
(0.018185112923668718+0j),(-0.0010096987003138077-0.0011724291063399581j),(0.018185112923668718+0j),(0.0050421183016057525+0.0003243991059858925j)
(0.018194679000956285+0j),(-0.0003674745486463346+0.0002699189216751256j),(0.018194679000956285+0j),(-0.00048148088629356074-1.732921090266051e-05j)
(0.018204245078243853+0j),(-0.0004482219055077502-0.00018240053140055191j),(0.018204245078243853+0j),(0.002224975554493526+4.173904556805491e-05j)
(0.018213811155531424+0j),(-0.0005203714145783224+0.00010861209811385688j),(0.018213811155531424+0j),(0.0009808126592053725+9.782902657505868e-05j)
(0.018223377232818992+0j),(-0.00023605812513957157-0.0012241879982792753j),(0.018223377232818992+0j),(0.004200036950760877+0.0010984153210013515j)
(0.01823294331010656+0j),(-0.001452283234493614+0.0005770795024261677j),(0.01823294331010656+0j),(0.0010545686984148991-0.004864100538233984j)
(0.01824250938739413+0j),(0.0004395522227570526+0.0026914775805820606j),(0.01824250938739413+0j),(-0.009916315281179302-0.005383320069987167j)
(0.0182520754646817+0j),(-0.00034028251794862086-0.0011848953850835254j),(0.0182520754646817+0j),(0.0033463106693403144+0.001091337759101138j)
(0.018261641541969267+0j),(-0.0002697511585772883+6.963895238364253e-05j),(0.018261641541969267+0j),(-0.0016520167933221498+0.0002468132037108453j)
(0.018271207619256838+0j),(-0.0002688360199011615-0.0007648440601098288j),(0.018271207619256838+0j),(0.001986291495961549+0.0020512996912619087j)
(0.018280773696544406+0j),(0.0003109992932045649+2.082437525517894e-05j),(0.018280773696544406+0j),(-0.0017670823803371668+0.002881481176696426j)
(0.018290339773831977+0j),(0.0023425638731287613-0.0012829263124930427j),(0.018290339773831977+0j),(0.0032626531272008197+0.010903499214326982j)
(0.018299905851119545+0j),(0.0001139093171125756-0.0012022096464012878j),(0.018299905851119545+0j),(0.009081387699744977+0.0031679012680028533j)
(0.018309471928407112+0j),(-0.0025730261566253064+0.005784617985471286j),(0.018309471928407112+0j),(-0.011256927711846304-0.016090197232135416j)
(0.018319038005694684+0j),(-0.0023031458938572967-0.0011288239618622777j),(0.018319038005694684+0j),(0.0073440637865759524-0.006708980596132992j)
(0.01832860408298225+0j),(-0.002009366152831312+0.00021832074541662793j),(0.01832860408298225+0j),(-0.00025127316010033245-0.005223878781196979j)
(0.01833817016026982+0j),(-0.0019481271695467048-0.0014431955778655707j),(0.01833817016026982+0j),(0.0037907443163253023-0.004141708408846336j)
(0.01834773623755739+0j),(-0.0030583230716017267-0.0001510310502139247j),(0.01834773623755739+0j),(-0.000438084399065712-0.008309470607714895j)
(0.018357302314844958+0j),(0.0043615717220033805-0.002118302718883297j),(0.018357302314844958+0j),(-0.004519210646394399+0.016851019677917634j)
(0.01836686839213253+0j),(0.00611255462339248-0.007669009643808747j),(0.01836686839213253+0j),(0.01348640751250369+0.03595270378369376j)
(0.018376434469420097+0j),(-0.002150933609080169+0.006066607832558958j),(0.018376434469420097+0j),(-0.010654472812076566-0.015102843214734341j)
(0.018386000546707665+0j),(-0.0027161391159727932-0.0008686144354217066j),(0.018386000546707665+0j),(0.012811790405403591-0.0022209871648326144j)
(0.018395566623995236+0j),(-0.0032276837779427934+0.0005897793396239567j),(0.018395566623995236+0j),(0.0023415260744828145-0.008058251791056025j)
(0.018405132701282804+0j),(-0.0015182123476756005-0.0016214406297975186j),(0.018405132701282804+0j),(0.010142984486296988-0.0036963309972449j)
(0.01841469877857037+0j),(-0.005030766691186377-0.0045739824047983536j),(0.01841469877857037+0j),(0.017079114596020302-0.012798295018494778j)
(0.018424264855857943+0j),(-0.0013238691915311573+0.0008667118276664879j),(0.018424264855857943+0j),(-0.0038682828787963454-0.011699727304253085j)
(0.01843383093314551+0j),(0.013015732717735443+0.0022085594120946723j),(0.01843383093314551+0j),(-0.026299493145750596+0.03550354886886254j)
(0.01844339701043308+0j),(-0.0023706150678643044+0.006463565235366099j),(0.01844339701043308+0j),(-0.014633998520935646-0.015334925496656236j)
(0.01845296308772065+0j),(0.0008296657331675066+0.003124823026283617j),(0.01845296308772065+0j),(-0.008655706092389179+0.004017904539222559j)
(0.018462529165008217+0j),(-0.0008535682805516152+0.005914295709028682j),(0.018462529165008217+0j),(-0.013332120718265728-0.004343271563390986j)
(0.01847209524229579+0j),(-4.589647554205379e-05+0.0036916098408417437j),(0.01847209524229579+0j),(-0.0031631873035830047-0.00010725120799468692j)
(0.018481661319583356+0j),(-0.01648707740472004-0.0015733117179465301j),(0.018481661319583356+0j),(0.022813517848073863-0.042709545121238805j)
(0.018491227396870924+0j),(-0.022738784069473897+0.0025561927042514927j),(0.018491227396870924+0j),(0.0073747802017076316-0.07111040279782098j)
(0.018500793474158495+0j),(0.013412443810557015-0.008861120371922585j),(0.018500793474158495+0j),(0.0030338794596845103+0.04682078690939061j)
(0.018510359551446063+0j),(0.0009407280625260549+0.007898894818507198j),(0.018510359551446063+0j),(-0.030481576802736655-0.0097720097886368j)
(0.01851992562873363+0j),(0.00016016593895991948+0.0001628919547245686j),(0.01851992562873363+0j),(0.0003451631763049059+0.005950191116720113j)
(0.018529491706021202+0j),(-0.004813541244473523+0.001031438428582099j),(0.018529491706021202+0j),(-0.00671247643701444-0.009839505613876524j)
(0.01853905778330877+0j),(-0.007872794078768893+0.0047966515878287855j),(0.01853905778330877+0j),(-0.012259907676706556-0.015168022420576186j)
